,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
1101,,,25000,25000,25000.0, 60 months,15.02,595.02,C,C3,Site Manager,2 years,MORTGAGE,130000.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,945xx,CA,12.41,3.0,Aug-1984,0.0,6.0,,13.0,0.0,20721,27.3,31.0,w,24432.26,24432.26,1158.75,1158.75,567.74,591.01,0.0,0.0,0.0,Feb-2019,595.02,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,617781.0,1.0,2.0,0.0,0.0,26.0,37073.0,30.0,0.0,0.0,13462.0,26.0,76000.0,2.0,0.0,1.0,2.0,47522.0,42979.0,32.5,0.0,0.0,123.0,412.0,29.0,3.0,8.0,29.0,,4.0,10.0,0.0,3.0,3.0,6.0,7.0,9.0,8.0,12.0,3.0,13.0,0.0,0.0,0.0,2.0,90.3,0.0,0.0,0.0,696381.0,58876.0,63700.0,49458.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1102,,,12000,12000,12000.0, 36 months,16.14,422.72,C,C4,,< 1 year,MORTGAGE,85000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,173xx,PA,14.3,1.0,Oct-2005,0.0,22.0,,9.0,0.0,10216,82.4,13.0,w,11473.85,11473.85,829.3,829.3,526.15,303.15,0.0,0.0,0.0,Feb-2019,422.72,Mar-2019,Feb-2019,0.0,22.0,1,Individual,,,,0.0,0.0,35731.0,2.0,3.0,1.0,1.0,4.0,25515.0,80.0,1.0,1.0,4626.0,81.0,12400.0,0.0,1.0,0.0,2.0,3970.0,402.0,96.1,0.0,0.0,158.0,82.0,2.0,2.0,0.0,2.0,27.0,18.0,22.0,1.0,4.0,5.0,4.0,5.0,6.0,6.0,7.0,5.0,9.0,0.0,0.0,1.0,2.0,84.6,100.0,0.0,0.0,44362.0,35731.0,10400.0,31962.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1103,,,6000,6000,6000.0, 36 months,16.91,213.65,C,C5,,7 years,OWN,22000.0,Verified,Dec-2018,Current,n,,,other,Other,750xx,TX,8.13,0.0,Feb-1990,0.0,45.0,,6.0,0.0,6796,23.4,12.0,w,5739.98,5739.98,418.84,418.84,260.02,158.82,0.0,0.0,0.0,Feb-2019,213.65,Mar-2019,Feb-2019,0.0,45.0,1,Individual,,,,0.0,0.0,6796.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,5319.0,23.0,29100.0,1.0,0.0,2.0,1.0,1133.0,22304.0,23.4,0.0,0.0,,346.0,21.0,21.0,0.0,21.0,51.0,10.0,45.0,2.0,2.0,2.0,6.0,10.0,0.0,6.0,12.0,2.0,6.0,0.0,0.0,0.0,0.0,81.8,0.0,0.0,0.0,29100.0,6796.0,29100.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1104,,,9500,9500,9500.0, 36 months,8.19,298.53,A,A4,Table Games Dealer ,5 years,RENT,50000.0,Not Verified,Dec-2018,Fully Paid,n,,,credit_card,Credit card refinancing,551xx,MN,11.43,0.0,Dec-2005,0.0,78.0,,7.0,0.0,5126,32.0,11.0,w,0.0,0.0,9502.84579375,9502.85,9500.0,2.85,0.0,0.0,0.0,Jan-2019,9509.33,,Jan-2019,0.0,78.0,1,Individual,,,,0.0,0.0,9112.0,0.0,2.0,0.0,2.0,14.0,3986.0,60.0,1.0,2.0,4795.0,40.0,16000.0,2.0,0.0,1.0,4.0,1302.0,6505.0,42.4,0.0,0.0,16.0,156.0,12.0,12.0,0.0,100.0,,12.0,78.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,9.0,2.0,7.0,0.0,0.0,0.0,1.0,90.9,0.0,0.0,0.0,22700.0,9112.0,11300.0,6700.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1105,,,40000,40000,40000.0, 60 months,11.8,885.75,B,B4,Towerman ,10+ years,MORTGAGE,200000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,087xx,NJ,5.11,0.0,Jun-2004,0.0,,,13.0,0.0,25925,33.9,21.0,w,39010.32,39010.32,1732.17,1732.17,989.68,742.49,0.0,0.0,0.0,Feb-2019,885.75,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,444234.0,1.0,1.0,1.0,1.0,4.0,22513.0,90.0,2.0,3.0,8047.0,48.0,76500.0,0.0,0.0,1.0,5.0,37020.0,35575.0,42.2,0.0,0.0,174.0,123.0,7.0,4.0,2.0,7.0,,8.0,,0.0,6.0,6.0,7.0,11.0,2.0,11.0,16.0,6.0,13.0,0.0,0.0,0.0,3.0,100.0,16.7,0.0,0.0,510000.0,48438.0,61500.0,25000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1106,,,6000,6000,6000.0, 36 months,10.72,195.64,B,B2,,,MORTGAGE,65520.0,Not Verified,Dec-2018,Fully Paid,n,,,vacation,Vacation,871xx,NM,13.37,0.0,Mar-2002,1.0,,,7.0,0.0,5322,21.4,18.0,w,0.0,0.0,6035.7333333341,6035.73,6000.0,35.73,0.0,0.0,0.0,Jan-2019,6041.09,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,22225.0,1.0,2.0,1.0,1.0,5.0,16903.0,73.0,0.0,2.0,2545.0,46.0,24900.0,1.0,2.0,6.0,3.0,3175.0,9678.0,35.5,0.0,0.0,201.0,128.0,21.0,5.0,0.0,21.0,,3.0,,0.0,3.0,3.0,3.0,5.0,9.0,5.0,9.0,3.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,47959.0,22225.0,15000.0,23059.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1107,,,16000,16000,16000.0, 36 months,7.56,498.15,A,A3,Foreman,8 years,MORTGAGE,92000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,450xx,OH,10.27,0.0,Aug-2005,0.0,,,9.0,0.0,11322,43.0,16.0,w,15202.79,15202.79,953.46,953.46,797.21,156.25,0.0,0.0,0.0,Feb-2019,465.39,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,147336.0,0.0,1.0,0.0,1.0,20.0,26212.0,82.0,1.0,1.0,4070.0,64.0,26300.0,3.0,2.0,0.0,2.0,18417.0,5678.0,66.6,0.0,0.0,142.0,160.0,12.0,12.0,2.0,73.0,,19.0,,0.0,3.0,3.0,4.0,5.0,6.0,7.0,8.0,3.0,9.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,177671.0,37534.0,17000.0,31984.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1108,,,4000,4000,4000.0, 36 months,15.02,138.71,C,C3,Lead Behavior Interventionist,5 years,RENT,35000.0,Source Verified,Dec-2018,Current,n,,,other,Other,926xx,CA,2.81,0.0,Aug-2008,0.0,,,2.0,0.0,2842,27.1,4.0,w,3821.6,3821.6,272.41,272.41,178.4,94.01,0.0,0.0,0.0,Feb-2019,138.71,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,2842.0,0.0,0.0,0.0,0.0,59.0,0.0,,0.0,1.0,2112.0,27.0,10500.0,0.0,0.0,0.0,1.0,1421.0,7658.0,27.1,0.0,0.0,59.0,124.0,17.0,17.0,0.0,17.0,,,,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10500.0,2842.0,10500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1109,,,1500,1500,1500.0, 36 months,25.34,59.91,E,E3,Account rep,6 years,RENT,72000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,073xx,NJ,16.42,1.0,Sep-2007,0.0,19.0,,8.0,0.0,7292,71.5,18.0,f,1290.29,1290.29,266.65,266.65,209.71,56.94,0.0,0.0,0.0,Feb-2019,59.91,Mar-2019,Feb-2019,0.0,70.0,1,Joint App,120000.0,10.1,Not Verified,0.0,0.0,52415.0,1.0,2.0,1.0,1.0,2.0,45123.0,96.0,1.0,1.0,6270.0,90.0,10200.0,1.0,0.0,2.0,3.0,6552.0,2708.0,72.4,0.0,0.0,135.0,113.0,10.0,2.0,0.0,10.0,19.0,2.0,19.0,0.0,3.0,4.0,4.0,4.0,9.0,5.0,8.0,4.0,8.0,0.0,0.0,0.0,2.0,87.5,50.0,0.0,0.0,58578.0,52415.0,9800.0,46923.0,7607.0,Feb-2018,1.0,0.0,3.0,43.2,1.0,2.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1110,,,2400,2400,2400.0, 36 months,14.47,82.58,C,C2,Accounts payable clerk ,8 years,RENT,35000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,101xx,NY,5.93,0.0,Dec-2013,3.0,24.0,,5.0,0.0,691,12.8,6.0,w,2292.07,2292.07,162.27,162.27,107.93,54.34,0.0,0.0,0.0,Feb-2019,82.58,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,3503.0,2.0,1.0,1.0,1.0,5.0,2812.0,94.0,1.0,2.0,516.0,42.0,5400.0,2.0,0.0,3.0,3.0,701.0,784.0,39.7,0.0,0.0,46.0,60.0,6.0,5.0,0.0,28.0,,1.0,,0.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,0.0,0.0,0.0,2.0,83.3,0.0,0.0,0.0,8400.0,3503.0,1300.0,3000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1111,,,7000,7000,7000.0, 36 months,7.02,216.21,A,A2,Dispatcher,6 years,MORTGAGE,42588.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,844xx,UT,19.5,0.0,Jun-2008,0.0,,,9.0,0.0,5216,42.4,12.0,w,6648.45,6648.45,410.58,410.58,351.55,59.03,0.0,0.0,0.0,Feb-2019,216.21,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,112239.0,1.0,3.0,0.0,0.0,28.0,21166.0,59.0,2.0,2.0,5216.0,55.0,12300.0,0.0,0.0,0.0,2.0,12471.0,284.0,94.8,0.0,0.0,121.0,126.0,1.0,1.0,2.0,41.0,,,,1.0,1.0,1.0,1.0,1.0,6.0,4.0,4.0,1.0,9.0,0.0,0.0,0.0,2.0,91.7,100.0,0.0,0.0,137815.0,26382.0,5500.0,35910.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1112,,,11000,11000,11000.0, 36 months,7.56,342.48,A,A3,,,MORTGAGE,26022.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,611xx,IL,18.45,0.0,Dec-2003,0.0,,,10.0,0.0,13312,46.7,21.0,w,10726.82,10726.82,344.79,344.79,273.18,71.61,0.0,0.0,0.0,Feb-2019,351.72,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,60103.0,0.0,1.0,0.0,0.0,92.0,6380.0,73.0,0.0,2.0,7516.0,53.0,28500.0,0.0,0.0,0.0,2.0,6010.0,4157.0,74.8,0.0,0.0,180.0,58.0,15.0,15.0,1.0,15.0,,15.0,,0.0,5.0,7.0,5.0,5.0,12.0,8.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,100.0,40.0,0.0,0.0,85243.0,19692.0,16500.0,8743.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1113,,,10000,10000,10000.0, 60 months,11.8,221.44,B,B4,Software support,3 years,MORTGAGE,85000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,122xx,NY,10.5,0.0,Nov-2007,0.0,,98.0,13.0,1.0,8967,15.9,24.0,w,9479.27,9479.27,704.05,704.05,520.73,183.32,0.0,0.0,0.0,Feb-2019,221.44,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,241043.0,0.0,1.0,2.0,3.0,10.0,23069.0,88.0,1.0,2.0,4730.0,39.0,56300.0,1.0,3.0,0.0,6.0,20087.0,26093.0,19.0,0.0,0.0,45.0,133.0,8.0,8.0,2.0,8.0,,14.0,,0.0,3.0,8.0,4.0,5.0,6.0,11.0,16.0,8.0,13.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,298261.0,32036.0,32200.0,26117.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1114,,,12000,12000,12000.0, 36 months,11.8,397.43,B,B4,Medical Assistant,2 years,RENT,25000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,604xx,IL,36.53,0.0,Sep-2013,1.0,,,12.0,0.0,10216,40.2,14.0,w,11438.39,11438.39,783.06,783.06,561.61,221.45,0.0,0.0,0.0,Feb-2019,397.43,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,34961.0,2.0,6.0,1.0,4.0,6.0,24745.0,85.0,1.0,2.0,3427.0,64.0,25400.0,3.0,0.0,6.0,6.0,2913.0,13307.0,43.4,0.0,0.0,27.0,63.0,5.0,5.0,0.0,5.0,,5.0,,0.0,5.0,6.0,5.0,6.0,6.0,6.0,8.0,6.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,54659.0,34961.0,23500.0,29259.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1115,,,40000,40000,40000.0, 60 months,16.14,975.71,C,C4,Administration PROMIS IT,10+ years,RENT,70775.28,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,951xx,CA,19.28,0.0,Nov-1995,0.0,58.0,,28.0,0.0,17928,31.3,33.0,w,39118.69,39118.69,1897.62,1897.62,881.31,1016.31,0.0,0.0,0.0,Feb-2019,975.71,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,292.0,41218.0,2.0,2.0,1.0,2.0,6.0,23290.0,91.0,1.0,8.0,6224.0,50.0,57300.0,0.0,1.0,0.0,10.0,1472.0,29216.0,31.4,0.0,0.0,132.0,277.0,2.0,2.0,0.0,2.0,,20.0,,0.0,4.0,5.0,14.0,16.0,4.0,26.0,29.0,5.0,28.0,0.0,0.0,0.0,2.0,97.0,14.3,0.0,0.0,82792.0,41218.0,42600.0,25492.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1116,,,25000,25000,25000.0, 60 months,11.31,547.44,B,B3,Office manager,3 years,RENT,42000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,986xx,WA,22.23,0.0,Jan-2005,0.0,,,9.0,0.0,24207,63.2,16.0,w,24373.43,24373.43,1071.32,1071.32,626.57,444.75,0.0,0.0,0.0,Feb-2019,547.44,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,24207.0,0.0,0.0,0.0,0.0,75.0,0.0,,0.0,0.0,8590.0,63.0,38300.0,0.0,0.0,0.0,0.0,2690.0,12666.0,65.4,0.0,0.0,133.0,167.0,29.0,29.0,0.0,29.0,,,,0.0,6.0,7.0,6.0,6.0,2.0,9.0,14.0,7.0,9.0,0.0,0.0,0.0,0.0,100.0,83.3,0.0,0.0,38300.0,24207.0,36600.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1117,,,7500,7500,7500.0, 36 months,7.56,233.51,A,A3,WARRANTY MANAGER,5 years,RENT,60000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,846xx,UT,16.12,0.0,Feb-2008,0.0,,,5.0,0.0,4992,35.7,7.0,w,7126.31,7126.31,462.3,462.3,373.69,88.61,0.0,0.0,0.0,Feb-2019,233.51,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,26160.0,0.0,2.0,0.0,2.0,14.0,21168.0,71.0,0.0,1.0,2988.0,60.0,14000.0,1.0,3.0,0.0,3.0,5232.0,6962.0,36.7,0.0,0.0,130.0,33.0,14.0,14.0,0.0,26.0,,21.0,,0.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,43882.0,26160.0,11000.0,29882.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1118,,,25000,25000,25000.0, 60 months,15.02,595.02,C,C3,,< 1 year,RENT,150000.0,Not Verified,Dec-2018,Current,n,,,other,Other,088xx,NJ,7.64,1.0,Mar-2006,1.0,14.0,,6.0,0.0,2397,17.0,8.0,w,24432.26,24432.26,1158.75,1158.75,567.74,591.01,0.0,0.0,0.0,Feb-2019,595.02,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,510.0,8991.0,1.0,2.0,1.0,1.0,7.0,6594.0,20.0,1.0,1.0,936.0,19.0,14100.0,1.0,0.0,2.0,2.0,1499.0,11703.0,17.0,0.0,0.0,153.0,47.0,6.0,6.0,0.0,6.0,,4.0,,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,2.0,83.3,0.0,0.0,0.0,47434.0,8991.0,14100.0,33334.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1119,,,30000,30000,30000.0, 36 months,8.81,951.35,A,A5,clerk,10+ years,OWN,60000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,606xx,IL,19.22,0.0,Dec-2005,0.0,,,8.0,0.0,34094,87.6,11.0,w,28532.43,28532.43,1880.68,1880.68,1467.57,413.11,0.0,0.0,0.0,Feb-2019,951.35,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,34542.0,0.0,1.0,0.0,0.0,28.0,448.0,21.0,0.0,0.0,9417.0,84.0,38900.0,0.0,0.0,0.0,0.0,4318.0,1736.0,94.9,0.0,0.0,75.0,155.0,72.0,28.0,0.0,96.0,,,,0.0,4.0,6.0,4.0,4.0,3.0,7.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,41046.0,34542.0,33900.0,2146.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1120,,,14000,14000,14000.0, 60 months,11.8,310.01,B,B4,Owner ,2 years,MORTGAGE,100000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,930xx,CA,17.14,0.0,May-2007,1.0,,,34.0,0.0,11338,24.3,40.0,w,13653.62,13653.62,606.25,606.25,346.38,259.87,0.0,0.0,0.0,Feb-2019,310.01,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,438941.0,2.0,20.0,2.0,2.0,5.0,100018.0,108.0,1.0,3.0,4711.0,80.0,46700.0,2.0,0.0,3.0,5.0,12910.0,23403.0,30.3,0.0,0.0,135.0,139.0,5.0,5.0,2.0,5.0,,2.0,,0.0,6.0,9.0,6.0,7.0,22.0,13.0,16.0,9.0,34.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,512055.0,111356.0,33600.0,92238.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1121,,,7000,7000,7000.0, 36 months,10.72,228.25,B,B2,IT manager ,4 years,MORTGAGE,52000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,273xx,NC,13.92,0.0,Sep-2002,1.0,,,35.0,0.0,20236,26.1,54.0,w,6667.09,6667.09,450.25,450.25,332.91,117.34,0.0,0.0,0.0,Feb-2019,228.25,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,231156.0,1.0,15.0,0.0,0.0,25.0,69697.0,121.0,2.0,10.0,6459.0,67.0,77400.0,1.0,4.0,3.0,10.0,6604.0,32911.0,32.1,0.0,0.0,160.0,195.0,4.0,4.0,1.0,4.0,,4.0,,0.0,8.0,12.0,10.0,12.0,27.0,19.0,26.0,12.0,35.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,282257.0,89933.0,48500.0,57500.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1122,,,13000,13000,13000.0, 36 months,7.56,404.74,A,A3,Logistic Manager ,5 years,RENT,63000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,104xx,NY,17.16,0.0,Dec-2004,0.0,,,7.0,0.0,12647,72.7,12.0,w,12352.29,12352.29,801.29,801.29,647.71,153.58,0.0,0.0,0.0,Feb-2019,404.74,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,38012.0,1.0,1.0,1.0,2.0,5.0,25365.0,96.0,0.0,2.0,6726.0,87.0,17400.0,3.0,0.0,3.0,4.0,5430.0,4753.0,72.7,0.0,0.0,16.0,168.0,20.0,5.0,0.0,20.0,,5.0,,0.0,6.0,6.0,6.0,8.0,2.0,6.0,10.0,6.0,7.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,43860.0,38012.0,17400.0,26460.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1123,,,40000,40000,40000.0, 60 months,14.47,940.51,C,C2,Security Advisor,5 years,MORTGAGE,120000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,605xx,IL,14.61,0.0,Mar-2004,0.0,,,17.0,0.0,23181,77.8,31.0,w,39078.12,39078.12,1832.79,1832.79,921.88,910.91,0.0,0.0,0.0,Feb-2019,940.51,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,236726.0,1.0,4.0,2.0,3.0,7.0,24564.0,69.0,1.0,1.0,5699.0,73.0,29800.0,0.0,0.0,2.0,4.0,13925.0,1971.0,90.4,0.0,0.0,111.0,177.0,5.0,5.0,1.0,44.0,,9.0,,0.0,7.0,11.0,8.0,12.0,9.0,12.0,21.0,11.0,17.0,0.0,0.0,0.0,3.0,100.0,87.5,0.0,0.0,262203.0,47745.0,20600.0,35403.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1124,,,15000,15000,15000.0, 36 months,6.46,459.47,A,A1,Public Health Veterinarian,10+ years,MORTGAGE,120000.0,Not Verified,Dec-2018,Current,n,,,major_purchase,Major purchase,423xx,KY,7.78,0.0,Jul-1983,1.0,,,10.0,0.0,8273,19.7,16.0,w,14240.52,14240.52,910.86,910.86,759.48,151.38,0.0,0.0,0.0,Feb-2019,459.47,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,717451.0,1.0,2.0,2.0,2.0,5.0,11471.0,37.0,0.0,0.0,4507.0,27.0,42000.0,2.0,0.0,3.0,3.0,79717.0,29727.0,21.8,0.0,0.0,112.0,425.0,55.0,5.0,4.0,116.0,,5.0,,0.0,2.0,2.0,2.0,4.0,4.0,5.0,8.0,2.0,10.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,1508416.0,19744.0,38000.0,30753.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1125,,,25000,25000,25000.0, 36 months,8.81,792.79,A,A5,Development Manager,2 years,MORTGAGE,117000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,335xx,FL,5.04,0.0,Jul-2003,0.0,37.0,,9.0,0.0,12839,25.2,16.0,w,23777.03,23777.03,1567.23,1567.23,1222.97,344.26,0.0,0.0,0.0,Feb-2019,792.79,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,27006.0,0.0,1.0,0.0,0.0,30.0,14167.0,64.0,0.0,0.0,9854.0,38.0,54500.0,0.0,0.0,1.0,0.0,3001.0,23661.0,41.1,0.0,0.0,185.0,151.0,28.0,28.0,2.0,43.0,37.0,7.0,37.0,0.0,3.0,3.0,5.0,6.0,4.0,8.0,10.0,3.0,9.0,0.0,0.0,0.0,0.0,85.7,20.0,0.0,0.0,76510.0,27006.0,36500.0,22010.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1126,,,10000,10000,10000.0, 36 months,12.98,336.85,B,B5,Accountant,7 years,RENT,53000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,217xx,MD,25.82,4.0,May-1995,1.0,5.0,,16.0,0.0,9010,15.8,24.0,w,9771.31,9771.31,380.12,380.12,228.69,151.43,0.0,0.0,0.0,Feb-2019,390.94,Mar-2019,Feb-2019,0.0,43.0,1,Individual,,,,0.0,1602.0,23854.0,1.0,2.0,0.0,0.0,35.0,14844.0,35.0,1.0,5.0,6104.0,24.0,56900.0,0.0,0.0,1.0,5.0,1491.0,32676.0,18.7,0.0,0.0,103.0,283.0,1.0,1.0,0.0,15.0,43.0,1.0,5.0,0.0,2.0,7.0,5.0,6.0,5.0,14.0,19.0,7.0,16.0,0.0,0.0,0.0,1.0,70.8,0.0,0.0,0.0,99326.0,23854.0,40200.0,42426.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
